,Unnamed: 0,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,price,location
9342,9342,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0.0,2,131.0,0101000020E61000002922C32ADE8813400DAA0D4E442D4A40
9343,9343,Entire home/apt,Amsterdam,Bos en Lommer,6,4.5,2,143.0,0101000020E61000008C84B69C4B711340973B33C170304A40
9344,9344,Entire home/apt,Amsterdam,Bos en Lommer,12,4.5,4,144.0,0101000020E610000032207BBDFB631340994528B682304A40
9345,9345,Entire home/apt,Amsterdam,Bos en Lommer,5,5.0,2,130.0,0101000020E61000003255302AA9631340F8510DFB3D314A40
9346,9346,Entire home/apt,Amsterdam,Bos en Lommer,10,5.0,2,131.0,0101000020E61000009351651877631340AA2B9FE579304A40
9347,9347,Entire home/apt,Amsterdam,Bos en Lommer,53,5.0,4,144.0,0101000020E61000005307793D98641340CC7C073F71304A40
9348,9348,Entire home/apt,Amsterdam,Geuzenveld / Slotermeer,0,0.0,4,130.0,0101000020E610000023F77475C75213402EE57CB1F7304A40
9349,9349,Entire home/apt,Amsterdam,Geuzenveld / Slotermeer,6,4.5,3,132.0,0101000020E6100000DEAF027CB75913400740DCD5AB304A40
9350,9350,Entire home/apt,Amsterdam,Bos en Lommer,2,0.0,5,134.0,0101000020E6100000B07092E68F691340649126DE01304A40
9351,9351,Entire home/apt,Amsterdam,Bos en Lommer,25,4.5,4,144.0,0101000020E610000070ED44494864134076A4FACE2F304A40
9352,9352,Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5.0,2,132.0,0101000020E6100000668522DDCF69134006B98B30452F4A40
9353,9353,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,2,138.0,0101000020E61000002FDD240681651340A2B8E34D7E2F4A40
9354,9354,Entire home/apt,Amsterdam,Bos en Lommer,28,4.5,2,126.0,0101000020E6100000BDC62E51BD651340D5CF9B8A54304A40
9355,9355,Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,5.0,2,143.0,0101000020E61000007E1CCD91956F13405186AA984A2F4A40
9356,9356,Entire home/apt,Amsterdam,Bos en Lommer,26,4.5,4,143.0,0101000020E61000008BC56F0A2B65134040852348A5304A40
9357,9357,Entire home/apt,Amsterdam,Bos en Lommer,22,5.0,4,144.0,0101000020E6100000B45A608F896413403735D07CCE2F4A40
9358,9358,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5.0,2,126.0,0101000020E6100000952C27A1F4651340A1A17F828B2F4A40
9359,9359,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,132.0,0101000020E6100000EC18575C1C65134047904AB1A32F4A40
9360,9360,Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,5.0,4,144.0,0101000020E6100000C616821C94701340840EBA84432F4A40
9361,9361,Entire home/apt,Amsterdam,Bos en Lommer,6,5.0,2,126.0,0101000020E6100000B3EBDE8AC4641340328E91EC11304A40
9362,9362,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0.0,4,144.0,0101000020E6100000B1F9B836549C134039B4C876BE2D4A40
9363,9363,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0.0,4,132.0,0101000020E61000004084B872F68E1340A7EA1ED95C2D4A40
9364,9364,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,0.0,4,137.0,0101000020E61000000D1B65FD6692134032E884D0412D4A40
9365,9365,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0.0,2,143.0,0101000020E6100000E3344415FE8C1340B05417F0322D4A40
9366,9366,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,66,5.0,2,144.0,0101000020E6100000485167EE218113402C9FE579702D4A40
9367,9367,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,132.0,0101000020E6100000613596B036961340A52F849CF72D4A40
9368,9368,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,18,5.0,4,131.0,0101000020E61000009E4319AA629A1340718DCF64FF2C4A40
9369,9369,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,143.0,0101000020E6100000E6E8F17B9B8E1340ABB4C5353E2D4A40
9370,9370,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,129.0,0101000020E6100000DB4DF04DD3971340AFCF9CF5292D4A40
9371,9371,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,24,5.0,2,144.0,0101000020E6100000C498F4F75298134055F833BC592D4A40
9372,9372,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,17,5.0,2,131.0,0101000020E6100000795C548B8882134096CCB1BCAB2C4A40
9373,9373,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,8,5.0,2,144.0,0101000020E61000003A24B55032991340B728B341262D4A40
9374,9374,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,144.0,0101000020E61000006CEA3C2AFE8F1340737FF5B86F2D4A40
9375,9375,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,2,132.0,0101000020E6100000BE88B663EA8E1340F1D58EE21C2D4A40
9376,9376,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,14,4.5,2,144.0,0101000020E6100000904946CEC28E1340F294D5743D2D4A40
9377,9377,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,143.0,0101000020E61000003E23111AC1961340D0D4EB16812D4A40
9378,9378,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,4.5,2,131.0,0101000020E6100000919DB7B1D9911340DCF0BBE9962D4A40
9379,9379,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,5.0,2,138.0,0101000020E610000007B29E5A7D951340BF2B82FFAD2C4A40
9380,9380,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,3,144.0,0101000020E610000097C62FBC929413401424B6BB072E4A40
9381,9381,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,74,4.5,2,132.0,0101000020E6100000766D6FB724971340B3295778972D4A40
9382,9382,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,132.0,0101000020E61000005111A7936C951340DBC4C9FD0E2D4A40
9383,9383,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,4,144.0,0101000020E6100000B2BB4049819513400B410E4A982D4A40
9384,9384,Entire home/apt,Amsterdam,Centrum Oost,47,4.5,2,144.0,0101000020E6100000A9A27895B58D1340CBF8F719172E4A40
9385,9385,Entire home/apt,Amsterdam,Centrum Oost,25,5.0,2,143.0,0101000020E6100000FB5A971AA18F13400F43AB93332E4A40
9386,9386,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,7,5.0,4,131.0,0101000020E61000005C3CBCE7C0921340A7069ACFB92D4A40
9387,9387,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,4.0,2,144.0,0101000020E61000006C2409C215901340B7D09508542D4A40
9388,9388,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,7,4.5,3,138.0,0101000020E610000086E7A562638E1340E527D53E1D2D4A40
9389,9389,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,11,5.0,2,143.0,0101000020E6100000D09D60FF758E134082AB3C81B02D4A40
9390,9390,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,4.5,2,132.0,0101000020E61000004167D2A6EA8E1340629E95B4E22D4A40
9391,9391,Entire home/apt,Amsterdam,Oud Oost,32,5.0,2,126.0,0101000020E6100000340EF5BBB0A513402EC6C03A8E2D4A40
9392,9392,Entire home/apt,Amsterdam,Oud Oost,0,0.0,4,143.0,0101000020E6100000EF703B342CB613400BEE073C302E4A40
9393,9393,Entire home/apt,Amsterdam,Oud Oost,9,4.5,4,144.0,0101000020E61000008D4468041BB71340EFE53E390A2E4A40
9394,9394,Entire home/apt,Amsterdam,Oud Oost,5,4.0,2,131.0,0101000020E61000007DE71725E8AF13408A213999B82D4A40
9395,9395,Entire home/apt,Amsterdam,Oud Oost,12,5.0,2,144.0,0101000020E6100000D6027B4CA4B4134079793A57942E4A40
9396,9396,Entire home/apt,Amsterdam,Oud Oost,47,5.0,2,131.0,0101000020E610000005C1E3DBBBA61340A10F96B1A12D4A40
9397,9397,Entire home/apt,Amsterdam,Oud Oost,22,5.0,2,132.0,0101000020E61000003CDD79E239AB1340D1764CDD952D4A40
9398,9398,Entire home/apt,Amsterdam,Oud Oost,18,5.0,2,144.0,0101000020E61000000EF8FC3042A81340AB92C83EC82C4A40
9399,9399,Entire home/apt,Amsterdam,Oud Oost,0,0.0,2,131.0,0101000020E61000004415FE0C6FB613407B1002F2252E4A40
9400,9400,Entire home/apt,Amsterdam,Oud Oost,2,0.0,4,126.0,0101000020E6100000A913D044D8B01340791F4773642D4A40
9401,9401,Entire home/apt,Amsterdam,De Baarsjes / Oud West,14,5.0,1,138.0,0101000020E61000006D54A703597F13400DE4D9E55B2F4A40
9402,9402,Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,4.0,2,138.0,0101000020E6100000FE9E58A7CA771340AD50A4FB392F4A40
9403,9403,Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,4.5,2,144.0,0101000020E6100000AD6A494739781340EAD0E979372E4A40
9404,9404,Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,4.5,2,138.0,0101000020E61000009AD2FA5B02801340E57ADB4C852E4A40
9405,9405,Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5.0,2,138.0,0101000020E610000021037976F9761340C85F5AD4272F4A40
9406,9406,Entire home/apt,Amsterdam,De Baarsjes / Oud West,23,5.0,2,126.0,0101000020E61000009C1727BEDA81134047C7D5C8AE2E4A40
9407,9407,Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,4.5,2,132.0,0101000020E610000098A1F14410771340FC8A355CE42E4A40
9408,9408,Entire home/apt,Amsterdam,De Baarsjes / Oud West,39,4.5,2,144.0,0101000020E610000063B323D5777E13404CC45BE7DF2E4A40
9409,9409,Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,5.0,2,144.0,0101000020E610000052431B800D7813400551F701482F4A40
9410,9410,Entire home/apt,Amsterdam,De Baarsjes / Oud West,75,5.0,2,143.0,0101000020E610000054AD855968771340A5C00298322E4A40
9411,9411,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,2,126.0,0101000020E610000038312427137713403080F0A1442F4A40
9412,9412,Entire home/apt,Amsterdam,De Baarsjes / Oud West,3,4.5,2,129.0,0101000020E610000064062AE3DF771340CBBDC0AC502E4A40
9413,9413,Entire home/apt,Amsterdam,De Baarsjes / Oud West,34,4.5,2,132.0,0101000020E61000007B12D89C8377134053EBFD463B2E4A40
9414,9414,Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,5.0,3,144.0,0101000020E6100000548B8862F27613401FBFB7E9CF2E4A40
9415,9415,Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,5.0,2,144.0,0101000020E61000005ABC581822771340718FA50F5D2E4A40
9416,9416,Entire home/apt,Amsterdam,De Baarsjes / Oud West,46,5.0,2,126.0,0101000020E6100000FDBB3E73D6771340041E1840F82E4A40
9417,9417,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,2,144.0,0101000020E61000007E9065C1C47F1340431A1538D92E4A40
9418,9418,Entire home/apt,Amsterdam,De Baarsjes / Oud West,44,5.0,2,132.0,0101000020E6100000757286E28E771340A35698BED72E4A40
9419,9419,Entire home/apt,Amsterdam,De Baarsjes / Oud West,209,4.5,4,132.0,0101000020E6100000431F2C63437713400B09185DDE2E4A40
9420,9420,Entire home/apt,Amsterdam,De Baarsjes / Oud West,25,4.5,4,127.0,0101000020E61000005E656D533C7E1340529E7939EC2E4A40
9421,9421,Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5.0,2,143.0,0101000020E6100000D064FF3C0D78134056F487669E2E4A40
9422,9422,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,131.0,0101000020E6100000ECF82F10047813406F83DA6FED2E4A40
9423,9423,Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5.0,2,126.0,0101000020E61000003CDBA337DC77134095456117452F4A40
9424,9424,Entire home/apt,Amsterdam,De Baarsjes / Oud West,24,5.0,2,126.0,0101000020E6100000FA415DA450761340295DFA97A42E4A40
9425,9425,Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,5.0,2,144.0,0101000020E610000014596B28B577134076E107E7532F4A40
9426,9426,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,144.0,0101000020E61000008E3BA583F57F1340C2DEC4909C2E4A40
9427,9427,Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,4.5,2,143.0,0101000020E61000008DB3E908E0761340713C9F01F52E4A40
9428,9428,Entire home/apt,Amsterdam,De Baarsjes / Oud West,13,5.0,2,132.0,0101000020E61000003F1EFAEE567613409BC6F65AD02F4A40
9429,9429,Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,4.5,2,132.0,0101000020E6100000284701A26076134088D860E1242F4A40
9430,9430,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,2,144.0,0101000020E6100000AF230ED9407A13409C35785F952F4A40
9431,9431,Entire home/apt,Amsterdam,De Baarsjes / Oud West,95,4.5,4,138.0,0101000020E6100000E7FD7F9C30811340D3F9F02C412E4A40
9432,9432,Entire home/apt,Amsterdam,De Baarsjes / Oud West,19,5.0,2,143.0,0101000020E6100000A43330F2B27613400002D6AA5D2F4A40
9433,9433,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,132.0,0101000020E6100000BBF2599E07771340F699B33EE52E4A40
9434,9434,Entire home/apt,Amsterdam,De Baarsjes / Oud West,3,5.0,2,132.0,0101000020E6100000A320787C7B771340357EE195242F4A40
9435,9435,Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,4.5,2,132.0,0101000020E61000002EAEF199EC7F1340F8DF4A766C2E4A40
9436,9436,Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,4.5,2,131.0,0101000020E610000058C6866EF6771340164F3DD2E02E4A40
9437,9437,Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,5.0,2,144.0,0101000020E61000008D261763607D1340F699B33EE52E4A40
9438,9438,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,2,144.0,0101000020E6100000058C2E6F0E771340E84F1BD5E92E4A40
9439,9439,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,2,144.0,0101000020E61000000AF7CABC5577134026AB22DC642E4A40
9440,9440,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,144.0,0101000020E610000004AE2B66847713405C1D0071572F4A40
9441,9441,Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,5.0,2,132.0,0101000020E61000005C3B51121279134071AAB5300B2F4A40
9442,9442,Entire home/apt,Amsterdam,Centrum West,9,5.0,4,138.0,0101000020E6100000015130630A8613403830B951642F4A40
9443,9443,Entire home/apt,Amsterdam,Centrum Oost,25,5.0,2,144.0,0101000020E6100000FD135CACA89113404CC631923D2E4A40
9444,9444,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,144.0,0101000020E6100000AB7823F3C88F1340B80721205F2E4A40
9445,9445,Entire home/apt,Amsterdam,Centrum Oost,11,4.5,2,144.0,0101000020E6100000ACFF73982F8F1340FB2477D8442E4A40
9446,9446,Entire home/apt,Amsterdam,Centrum Oost,20,5.0,3,144.0,0101000020E6100000381092054C901340577A6D36562E4A40
9447,9447,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,125.0,0101000020E61000004436902E368D134064CA87A06A2E4A40
9448,9448,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,2,144.0,0101000020E6100000F7CB272B868B13401E520C90682E4A40
9449,9449,Entire home/apt,Amsterdam,Centrum Oost,27,5.0,2,125.0,0101000020E610000020B41EBE4C94134034D8D479542E4A40
9450,9450,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,4,138.0,0101000020E6100000B5503239B59313409B1C3EE9442E4A40
9451,9451,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,144.0,0101000020E61000007E5358A9A0921340EFAA07CC432E4A40
9452,9452,Entire home/apt,Amsterdam,Centrum Oost,44,5.0,4,144.0,0101000020E6100000747CB438638813406614CB2DAD2E4A40
9453,9453,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,2,144.0,0101000020E61000006F48A302278B13409010E50B5A2E4A40
9454,9454,Entire home/apt,Amsterdam,Centrum West,23,4.5,4,143.0,0101000020E6100000003CA24275831340537765170C304A40
9455,9455,Entire home/apt,Amsterdam,Centrum West,10,4.0,2,144.0,0101000020E6100000E3C116BB7D86134038A27BD635304A40
9456,9456,Entire home/apt,Amsterdam,Westerpark,25,4.5,2,132.0,0101000020E61000001F2E39EE947E1340C501F4FBFE2F4A40
9457,9457,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,2,126.0,0101000020E6100000E23C9CC0747A1340C87BD5CA842F4A40
9458,9458,Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,5.0,2,132.0,0101000020E6100000A4E194B9F9761340BDC799266C2F4A40
9459,9459,Entire home/apt,Amsterdam,Westerpark,32,5.0,2,144.0,0101000020E6100000B37DC85BAE7E13403447567E19304A40
9460,9460,Entire home/apt,Amsterdam,Westerpark,13,5.0,2,131.0,0101000020E61000003F912749D77C13403755F7C8E6304A40
9461,9461,Entire home/apt,Amsterdam,Westerpark,27,5.0,2,144.0,0101000020E6100000C5E40D30F37D1340836DC493DD304A40
9462,9462,Entire home/apt,Amsterdam,Westerpark,0,0.0,2,143.0,0101000020E61000009CF9D51C20781340B5C4CA68E42F4A40
9463,9463,Entire home/apt,Amsterdam,Westerpark,0,0.0,2,132.0,0101000020E61000008ECBB8A981761340AC545051F52F4A40
9464,9464,Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,5.0,3,143.0,0101000020E61000001C7BF65CA67613403DD52137C32F4A40
9465,9465,Entire home/apt,Amsterdam,Westerpark,0,0.0,4,144.0,0101000020E6100000CB4BFE277F771340DB4DF04DD32F4A40
9466,9466,Entire home/apt,Amsterdam,Centrum West,2,0.0,2,143.0,0101000020E61000007A1D71C8069213404948A46DFC2F4A40
9467,9467,Entire home/apt,Amsterdam,Westerpark,1,0.0,2,138.0,0101000020E6100000FF91E9D0E9791340C2F7FE06ED2F4A40
9468,9468,Entire home/apt,Amsterdam,Westerpark,20,5.0,3,126.0,0101000020E6100000444C89247A791340A6B4FE9600304A40
9469,9469,Entire home/apt,Amsterdam,De Baarsjes / Oud West,14,4.0,4,144.0,0101000020E6100000C87BD5CA847F1340B3EF8AE07F2F4A40
9470,9470,Entire home/apt,Amsterdam,Centrum West,14,5.0,2,125.0,0101000020E6100000D15B3CBCE7801340EC1681B1BE2F4A40
9471,9471,Entire home/apt,Amsterdam,De Baarsjes / Oud West,16,5.0,2,138.0,0101000020E6100000AFB48CD47B7A134066D993C0E62E4A40
9472,9472,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,3,132.0,0101000020E6100000FE9AAC510F811340E59CD843FB2E4A40
9473,9473,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5.0,2,127.0,0101000020E610000034F279C5537F1340B3B6291E172F4A40
9474,9474,Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5.0,2,131.0,0101000020E6100000508BC1C3B47F1340C136E2C96E2E4A40
9475,9475,Entire home/apt,Amsterdam,De Baarsjes / Oud West,36,4.5,3,144.0,0101000020E6100000AA807B9E3F7D1340F35487DC0C2F4A40
9476,9476,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,3,126.0,0101000020E61000005F605628D27D13407F677BF4862F4A40
9477,9477,Entire home/apt,Amsterdam,Westerpark,20,4.5,3,132.0,0101000020E6100000F12DAC1BEF7E1340938AC6DADF2F4A40
9478,9478,Entire home/apt,Amsterdam,Westerpark,0,0.0,2,131.0,0101000020E6100000C44142942F7813407B8505F703304A40
9479,9479,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,3,127.0,0101000020E6100000CE52B29C848213403A3DEFC6822E4A40
9480,9480,Entire home/apt,Amsterdam,Centrum West,1,0.0,2,144.0,0101000020E61000007974232C2A8213409702D2FE07304A40
9481,9481,Entire home/apt,Amsterdam,De Baarsjes / Oud West,34,4.5,4,144.0,0101000020E61000003BE0BA6246781340D89DEE3CF12E4A40
9482,9482,Entire home/apt,Amsterdam,De Baarsjes / Oud West,25,5.0,2,144.0,0101000020E610000049641F6459801340DD5B9198A02E4A40
9483,9483,Entire home/apt,Amsterdam,Centrum West,31,4.5,4,132.0,0101000020E610000091F3FE3F4E88134069519FE40E2F4A40
9484,9484,Entire home/apt,Amsterdam,Centrum West,2,0.0,2,144.0,0101000020E61000008978EBFCDB8513400A849D62D5304A40
9485,9485,Entire home/apt,Amsterdam,Centrum West,36,5.0,2,144.0,0101000020E61000004AEF1B5F7B861340328FFCC1C02F4A40
9486,9486,Entire home/apt,Amsterdam,Centrum Oost,32,4.5,2,132.0,0101000020E610000096766A2E3788134067D311C0CD2E4A40
9487,9487,Entire home/apt,Amsterdam,Westerpark,10,4.5,2,143.0,0101000020E6100000AFE94141297A1340632AFD84B32F4A40
9488,9488,Entire home/apt,Amsterdam,De Baarsjes / Oud West,49,4.5,2,131.0,0101000020E610000064E597C118811340863C821B292F4A40
9489,9489,Entire home/apt,Amsterdam,De Baarsjes / Oud West,22,4.5,2,132.0,0101000020E6100000707841446A7A134001F73C7FDA2E4A40
9490,9490,Entire home/apt,Amsterdam,Centrum West,6,4.5,2,144.0,0101000020E61000000475CAA31B811340AEF02E17F12F4A40
9491,9491,Entire home/apt,Amsterdam,Centrum West,0,0.0,3,132.0,0101000020E61000004016A243E088134002D71533C22F4A40
9492,9492,Entire home/apt,Amsterdam,Westerpark,18,4.5,4,138.0,0101000020E6100000E31A9FC9FE791340FBB1497EC42F4A40
9493,9493,Entire home/apt,Amsterdam,Centrum West,2,0.0,2,144.0,0101000020E61000007BA4C16D6D811340F183F3A9632F4A40
9494,9494,Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,5.0,2,138.0,0101000020E6100000901150E108821340295DFA97A42E4A40
9495,9495,Entire home/apt,Amsterdam,Westerpark,15,4.5,2,138.0,0101000020E6100000A2293BFDA07E1340C2A6CEA3E22F4A40
9496,9496,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,2,132.0,0101000020E6100000AE122C0E677E134045B75ED3832E4A40
9497,9497,Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,5.0,4,132.0,0101000020E6100000B8CB7EDDE97E134046EF54C03D2F4A40
9498,9498,Entire home/apt,Amsterdam,De Baarsjes / Oud West,14,4.5,2,129.0,0101000020E6100000545227A08980134082734694F62E4A40
9499,9499,Entire home/apt,Amsterdam,Centrum West,68,4.0,2,144.0,0101000020E61000004EB9C2BB5C8413402CB64945632F4A40
9500,9500,Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,5.0,2,144.0,0101000020E6100000BAF8DB9E20811340ED478AC8B02E4A40
9501,9501,Entire home/apt,Amsterdam,Centrum West,19,4.5,2,132.0,0101000020E6100000E257ACE122871340B9DE365321304A40
9502,9502,Entire home/apt,Amsterdam,De Baarsjes / Oud West,22,5.0,4,144.0,0101000020E61000002041F163CC7D1340259012BBB62F4A40
9503,9503,Entire home/apt,Amsterdam,De Baarsjes / Oud West,16,4.5,2,144.0,0101000020E6100000D95C35CF117913409E077767ED2E4A40
9504,9504,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,2,138.0,0101000020E6100000C2120F289B821340C6151747E52E4A40
9505,9505,Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,5.0,3,144.0,0101000020E61000006A2E3718EA8013404D2D5BEB8B2E4A40
9506,9506,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,144.0,0101000020E61000006EDBF7A8BF7E1340DD43C2F7FE2E4A40
9507,9507,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,144.0,0101000020E61000009609BFD4CF7B1340AEA06989952F4A40
9508,9508,Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,3.5,4,134.0,0101000020E6100000CC423BA7598013400DAA0D4E442F4A40
9509,9509,Entire home/apt,Amsterdam,Westerpark,28,5.0,2,144.0,0101000020E6100000E412471E887C134050A8A78FC02F4A40
9510,9510,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,4,143.0,0101000020E61000008EAD6708C77C13406D72F8A4132F4A40
9511,9511,Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,5.0,2,138.0,0101000020E6100000E5620CACE378134079B29B19FD2E4A40
9512,9512,Entire home/apt,Amsterdam,Westerpark,4,4.5,2,143.0,0101000020E6100000C72C7B12D87C134077D9AF3BDD2F4A40
9513,9513,Entire home/apt,Amsterdam,De Baarsjes / Oud West,21,4.5,2,131.0,0101000020E6100000F58590F3FE7F1340F08AE07F2B2F4A40
9514,9514,Entire home/apt,Amsterdam,Centrum West,12,4.5,2,143.0,0101000020E6100000C632FD12F18613400708E6E8F12F4A40
9515,9515,Entire home/apt,Amsterdam,Centrum West,28,5.0,4,141.0,0101000020E6100000E4F6CB272B86134003EE79FEB42F4A40
9516,9516,Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,4.5,2,138.0,0101000020E6100000E23C9CC0747A1340465D6BEF532F4A40
9517,9517,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,2,131.0,0101000020E6100000B9E177D32D7B1340D2C77C40A02F4A40
9518,9518,Entire home/apt,Amsterdam,Westerpark,4,5.0,4,132.0,0101000020E6100000198EE733A07E134056F0DB10E32F4A40
9519,9519,Entire home/apt,Amsterdam,De Baarsjes / Oud West,27,5.0,2,143.0,0101000020E6100000753C66A0327E13403A58FFE7302F4A40
9520,9520,Entire home/apt,Amsterdam,De Baarsjes / Oud West,24,5.0,2,144.0,0101000020E6100000A86F99D3658113409EEA909BE12E4A40
9521,9521,Entire home/apt,Amsterdam,De Baarsjes / Oud West,23,5.0,2,132.0,0101000020E6100000056C0723F6791340D89E5912A02E4A40
9522,9522,Entire home/apt,Amsterdam,De Baarsjes / Oud West,13,5.0,2,138.0,0101000020E610000009168733BF7A13403FFED2A23E2F4A40
9523,9523,Entire home/apt,Amsterdam,Westerpark,2,0.0,2,132.0,0101000020E6100000287E8CB96B791340C382FB010F304A40
9524,9524,Entire home/apt,Amsterdam,De Baarsjes / Oud West,3,4.0,2,131.0,0101000020E610000026378AAC35841340B2D5E594802E4A40
9525,9525,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,2,144.0,0101000020E61000007EE36BCF2C791340AA0D4E44BF2E4A40
9526,9526,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,132.0,0101000020E6100000DB6E826F9A7E134030134548DD2E4A40
9527,9527,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,132.0,0101000020E6100000ACC612D6C6781340F4A62215C62E4A40
9528,9528,Entire home/apt,Amsterdam,Westerpark,40,5.0,2,143.0,0101000020E6100000F8713447567E1340F4C0C760C52F4A40
9529,9529,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,2,144.0,0101000020E6100000FD8348861C8B1340508F6D19702E4A40
9530,9530,Entire home/apt,Amsterdam,De Baarsjes / Oud West,25,4.0,2,132.0,0101000020E6100000EA077591427913400F4757E9EE2E4A40
9531,9531,Entire home/apt,Amsterdam,Westerpark,15,5.0,4,144.0,0101000020E61000005DBF60376C7B13406F46CD57C92F4A40
