,Unnamed: 0,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,price,location
2546,2546,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,13,5.0,4,252.0,0101000020E6100000715AF0A2AF90134074603942062C4A40
2547,2547,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,4.5,4,260.0,0101000020E6100000EC14AB06618E13408F37F92D3A2D4A40
2548,2548,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,14,5.0,4,228.0,0101000020E6100000B8CA13083B9513400283A44FAB2C4A40
2549,2549,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,4,210.0,0101000020E6100000F9484A7A189A13409A0B5C1E6B2C4A40
2550,2550,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,222.0,0101000020E6100000BB61DBA2CC961340C9E4D4CE302D4A40
2551,2551,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,6,240.0,0101000020E610000097CADB114E7B134082751C3F542E4A40
2552,2552,Entire home/apt,Amsterdam,De Baarsjes / Oud West,28,5.0,4,228.0,0101000020E6100000ABB019E0827C1340E2CD1ABCAF2E4A40
2553,2553,Entire home/apt,Amsterdam,De Baarsjes / Oud West,13,5.0,6,228.0,0101000020E61000007C7BD7A02F7D1340DB334B02D42E4A40
2554,2554,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,19,5.0,4,216.0,0101000020E61000007DAF21382E8313406551D845D12D4A40
2555,2555,Entire home/apt,Amsterdam,De Baarsjes / Oud West,13,5.0,4,300.0,0101000020E6100000172D40DB6A761340F5108DEE202E4A40
2556,2556,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,21,5.0,4,222.0,0101000020E610000006668522DD7F13407C293C68762D4A40
2557,2557,Entire home/apt,Amsterdam,De Baarsjes / Oud West,23,5.0,4,240.0,0101000020E6100000956247E3507F1340EC866D8B322F4A40
2558,2558,Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,5.0,2,228.0,0101000020E6100000B492567C438113408940F50F222F4A40
2559,2559,Entire home/apt,Amsterdam,Centrum Oost,18,5.0,2,215.0,0101000020E610000097E65608AB911340475A2A6F472E4A40
2560,2560,Entire home/apt,Amsterdam,Centrum West,8,4.5,4,210.0,0101000020E610000018B325AB228C1340E10CFE7E312F4A40
2561,2561,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,216.0,0101000020E61000009160AA99B5941340A8FC6B79E52E4A40
2562,2562,Entire home/apt,Amsterdam,Centrum West,15,5.0,4,210.0,0101000020E6100000FBAF73D3668C13402EAA4544312F4A40
2563,2563,Entire home/apt,Amsterdam,Centrum Oost,23,5.0,4,270.0,0101000020E61000009A0AF148BC8C13404356B77A4E2E4A40
2564,2564,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,3,270.0,0101000020E61000007C7DAD4B8D90134052B7B3AF3C2E4A40
2565,2565,Entire home/apt,Amsterdam,Centrum Oost,9,5.0,4,210.0,0101000020E610000070D234289A9713408C2E6F0ED72E4A40
2566,2566,Entire home/apt,Amsterdam,Centrum Oost,14,4.5,4,299.0,0101000020E6100000917F66101F981340618C48145A2E4A40
2567,2567,Entire home/apt,Amsterdam,Centrum Oost,22,3.5,4,216.0,0101000020E61000005A4B0169FF9313409430D3F6AF2E4A40
2568,2568,Entire home/apt,Amsterdam,Centrum Oost,35,4.5,4,300.0,0101000020E6100000740987DEE291134074D2FBC6D72E4A40
2569,2569,Entire home/apt,Amsterdam,Centrum Oost,5,4.5,4,213.0,0101000020E610000018D00B772E8C1340C8ED974F562E4A40
2570,2570,Entire home/apt,Amsterdam,Centrum Oost,2,0.0,4,294.0,0101000020E6100000C2DB8310908F13403A3E5A9C312E4A40
2571,2571,Entire home/apt,Amsterdam,Centrum Oost,4,5.0,4,234.0,0101000020E61000008ECEF9298E9313406B2A8BC22E2E4A40
2572,2572,Entire home/apt,Amsterdam,Centrum Oost,10,4.5,4,216.0,0101000020E61000008925E5EE738C1340A9BD88B6632E4A40
2573,2573,Entire home/apt,Amsterdam,Centrum Oost,5,5.0,2,216.0,0101000020E6100000689599D2FA8B1340A855F487662E4A40
2574,2574,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,4,216.0,0101000020E6100000F48AA71E6990134076AA7CCF482E4A40
2575,2575,Entire home/apt,Amsterdam,Centrum Oost,21,5.0,4,216.0,0101000020E61000006B4606B98B901340397EA834622E4A40
2576,2576,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,4,300.0,0101000020E610000029931ADA008C1340726A6798DA2E4A40
2577,2577,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,240.0,0101000020E6100000AAB9DC60A893134034F5BA45602E4A40
2578,2578,Entire home/apt,Amsterdam,Centrum Oost,7,4.5,4,239.0,0101000020E6100000A06F0B96EA9213407C7E18213C2E4A40
2579,2579,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,4,300.0,0101000020E61000009C6F44F7AC8B13400ABE69FAEC2E4A40
2580,2580,Entire home/apt,Amsterdam,Centrum Oost,5,4.5,2,240.0,0101000020E6100000902E36AD14921340E00F3FFF3D2E4A40
2581,2581,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,2,270.0,0101000020E6100000A12C7C7DAD8B1340B5FD2B2B4D2E4A40
2582,2582,Entire home/apt,Amsterdam,Centrum West,26,4.5,4,240.0,0101000020E610000095D40968228C13408670CCB2272F4A40
2583,2583,Entire home/apt,Amsterdam,Centrum Oost,3,4.5,4,300.0,0101000020E61000003483F8C08E8F1340F03504C7652E4A40
2584,2584,Entire home/apt,Amsterdam,Centrum Oost,24,4.5,4,276.0,0101000020E61000000D350A4966951340AF230ED9402E4A40
2585,2585,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,4,270.0,0101000020E6100000C32D1F49498F1340C7D63384632E4A40
2586,2586,Entire home/apt,Amsterdam,Centrum Oost,42,4.5,4,240.0,0101000020E6100000D84812842B901340226DE34F542E4A40
2587,2587,Entire home/apt,Amsterdam,Centrum Oost,7,5.0,4,240.0,0101000020E6100000581F0F7D77AB13408CA19C68572F4A40
2588,2588,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,4,270.0,0101000020E61000002062838593A413405DA96741282F4A40
2589,2589,Entire home/apt,Amsterdam,Centrum Oost,3,5.0,4,270.0,0101000020E61000001A33897AC1A71340888043A8522F4A40
2590,2590,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,6,288.0,0101000020E610000020D3DA34B6B713406E88F19A572F4A40
2591,2591,Entire home/apt,Amsterdam,Centrum Oost,10,5.0,4,228.0,0101000020E61000002AC58EC6A1AE1340B2DAFCBFEA2E4A40
2592,2592,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,210.0,0101000020E6100000B6F5D37FD6AC134093C7D3F2032F4A40
2593,2593,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,2,300.0,0101000020E6100000D7187442E8B013408FA67A32FF2E4A40
2594,2594,Entire home/apt,Amsterdam,Centrum Oost,4,4.5,2,216.0,0101000020E6100000F31FD26F5FB71340FC372F4E7C2F4A40
2595,2595,Entire home/apt,Amsterdam,Centrum Oost,1,0.0,3,240.0,0101000020E610000025E7C41EDAA71340A7583508732F4A40
2596,2596,Entire home/apt,Amsterdam,Oud Oost,1,0.0,4,228.0,0101000020E61000002B6B9BE271A11340560E2DB29D2D4A40
2597,2597,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,2,210.0,0101000020E6100000A988D349B69A134076FA415DA42E4A40
2598,2598,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,2,210.0,0101000020E610000049F7730AF2931340001FBC76692D4A40
2599,2599,Entire home/apt,Amsterdam,Centrum West,15,5.0,2,240.0,0101000020E61000007EA7C98CB785134070B03731242F4A40
2600,2600,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,4,299.0,0101000020E6100000B05417F03283134097C62FBC922E4A40
2601,2601,Entire home/apt,Amsterdam,Centrum Oost,27,5.0,2,276.0,0101000020E61000000A849D62D590134051BD35B0552E4A40
2602,2602,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,24,4.5,4,272.0,0101000020E6100000FB777DE6AC8F13405C57CC086F2D4A40
2603,2603,Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,4.5,2,228.0,0101000020E6100000A1D9756F45821340420A9E42AE2E4A40
2604,2604,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,4.5,4,264.0,0101000020E61000008CD99255118E134060C9552C7E2D4A40
2605,2605,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,4,300.0,0101000020E610000009C38025579113401C06F357C82E4A40
2606,2606,Entire home/apt,Amsterdam,Centrum Oost,78,5.0,4,240.0,0101000020E61000009C6A2DCC429B1340FAB5F5D37F2E4A40
2607,2607,Entire home/apt,Amsterdam,Centrum Oost,5,5.0,2,210.0,0101000020E610000081AFE8D66B8A13407C48F8DEDF2E4A40
2608,2608,Entire home/apt,Amsterdam,Centrum Oost,20,5.0,3,234.0,0101000020E61000002D6002B7EE96134033880FECF82D4A40
2609,2609,Entire home/apt,Amsterdam,Centrum Oost,22,5.0,3,215.0,0101000020E610000036C98FF8159B13404754A86E2E2E4A40
2610,2610,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,236.0,0101000020E61000002E8CF4A2767F134045F64196052F4A40
2611,2611,Entire home/apt,Amsterdam,Centrum Oost,86,5.0,2,213.0,0101000020E6100000967840D9948B13408908FF22682E4A40
2612,2612,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,3,275.0,0101000020E610000038BA4A77D799134030293E3E212D4A40
2613,2613,Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5.0,2,270.0,0101000020E6100000DD96C80567801340F6D4EAABAB2E4A40
2614,2614,Entire home/apt,Amsterdam,Centrum Oost,7,4.0,4,252.0,0101000020E6100000AEBCE47FF2871340BA2EFCE07C2E4A40
2615,2615,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,4,282.0,0101000020E61000003ED00A0C598D134092AF0452622D4A40
2616,2616,Entire home/apt,Amsterdam,Centrum Oost,3,4.5,2,209.0,0101000020E6100000B24B546F0D8C134065C405A0512E4A40
2617,2617,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,4,240.0,0101000020E6100000B62DCA6C90991340F92D3A596A2D4A40
2618,2618,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,6,216.0,0101000020E6100000C6353E93FD931340A437DC476E2D4A40
2619,2619,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,96,5.0,6,238.0,0101000020E61000004A27124C35A31340A3AD4A22FB2C4A40
2620,2620,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,4,300.0,0101000020E6100000A1D634EF38951340ACA92C0ABB2E4A40
2621,2621,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,11,4.5,4,212.0,0101000020E6100000984F560C5797134031D0B52FA02D4A40
2622,2622,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0.0,6,286.0,0101000020E6100000F03499F1B68213401762F547182E4A40
2623,2623,Entire home/apt,Amsterdam,Watergraafsmeer,15,5.0,6,228.0,0101000020E6100000E48233F8FBC5134085CC9541B52D4A40
2624,2624,Entire home/apt,Amsterdam,Watergraafsmeer,13,5.0,5,215.0,0101000020E610000022179CC1DFBF13404F75C8CD702D4A40
2625,2625,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0.0,5,210.0,0101000020E61000002FDFFAB0DEC813407157AF22A32F4A40
2626,2626,Entire home/apt,Amsterdam,Watergraafsmeer,33,5.0,4,210.0,0101000020E610000016C1FF56B2C313401DAD6A49472D4A40
2627,2627,Entire home/apt,Amsterdam,Watergraafsmeer,3,4.5,2,210.0,0101000020E610000023F59ECA69BF1340B1A4DC7D8E2D4A40
2628,2628,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,11,4.5,4,227.0,0101000020E6100000E8853B1746BA13402BFA43334F2E4A40
2629,2629,Entire home/apt,Amsterdam,Watergraafsmeer,14,5.0,4,240.0,0101000020E6100000BFB854A52DBE1340A4C343183F2D4A40
2630,2630,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0.0,4,210.0,0101000020E61000000CE9F010C6BF13408196AE601B2F4A40
2631,2631,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,6,240.0,0101000020E61000008B19E1ED41B8134024809BC58B2D4A40
2632,2632,Entire home/apt,Amsterdam,Watergraafsmeer,1,0.0,4,299.0,0101000020E61000002C29779FE3C31340EDEF6C8FDE2C4A40
2633,2633,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,8,5.0,4,210.0,0101000020E61000003A3E5A9C31BC1340D2C5A695422E4A40
2634,2634,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,26,4.5,4,210.0,0101000020E61000008010C99063FB13408AE942ACFE2C4A40
2635,2635,Entire home/apt,Amsterdam,Watergraafsmeer,29,5.0,4,210.0,0101000020E6100000BCCCB051D6BF1340E316F373432D4A40
2636,2636,Entire home/apt,Amsterdam,Centrum Oost,0,0.0,3,210.0,0101000020E610000096EA025E66B81340DBF7A8BF5E2F4A40
2637,2637,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,5,239.0,0101000020E6100000725303CDE7BC1340884CF910542D4A40
2638,2638,Entire home/apt,Amsterdam,Centrum Oost,19,5.0,5,210.0,0101000020E6100000FFD0CC936BBA134041F2CEA10C2F4A40
2639,2639,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,24,5.0,5,210.0,0101000020E6100000C66CC9AA08C713402B69C53714304A40
2640,2640,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,2,0.0,4,210.0,0101000020E6100000CB2C42B115C41340E08618AF792F4A40
2641,2641,Entire home/apt,Amsterdam,Watergraafsmeer,3,5.0,4,264.0,0101000020E6100000F86F5E9CF8BA1340CE55F31C912D4A40
2642,2642,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,27,4.5,4,216.0,0101000020E6100000ADDD76A1B9BE13402A91442FA32E4A40
2643,2643,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,8,4.5,3,231.0,0101000020E61000007270E998F3BC1340F25CDF87832E4A40
2644,2644,Entire home/apt,Amsterdam,Oud Oost,0,0.0,4,228.0,0101000020E6100000111B2C9CA4B91340FA60191BBA2D4A40
2645,2645,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,4,5.0,4,228.0,0101000020E6100000FB3A70CE88C21340CE18E6046D2E4A40
2646,2646,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,7,4.0,4,209.0,0101000020E61000009E279EB305C4134016325706D52E4A40
2647,2647,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0.0,2,240.0,0101000020E6100000849D62D520BC134009FB7612112E4A40
2648,2648,Entire home/apt,Amsterdam,Centrum Oost,21,5.0,4,240.0,0101000020E6100000DF5339ED29B913401C2785798F2F4A40
2649,2649,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,11,5.0,4,210.0,0101000020E610000015C8EC2C7AC7134050E3DEFC862F4A40
2650,2650,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,13,5.0,6,246.0,0101000020E61000005167EE21E1BB1340E49EAEEE582E4A40
2651,2651,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0.0,4,209.0,0101000020E61000004FE61F7D93C613404C89247A192F4A40
2652,2652,Entire home/apt,Amsterdam,Centrum Oost,20,5.0,4,210.0,0101000020E610000087FD9E58A7BA134075560BEC312F4A40
2653,2653,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,8,5.0,4,234.0,0101000020E6100000F6ED2422FCFB13401A170E84642D4A40
2654,2654,Entire home/apt,Amsterdam,Watergraafsmeer,4,4.5,5,216.0,0101000020E6100000DC8310902FC11340FD82DDB06D2D4A40
2655,2655,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,5,4.0,5,270.0,0101000020E610000011E15F048DC913400262122EE42F4A40
2656,2656,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,3,4.0,4,226.0,0101000020E6100000D673D2FBC6C71340E08442041C304A40
2657,2657,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0.0,4,216.0,0101000020E61000004A7F2F8507BD13407C9A9317992E4A40
2658,2658,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,27,5.0,4,210.0,0101000020E6100000CFD8976C3CF81340DF52CE177B2D4A40
2659,2659,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,24,5.0,4,245.0,0101000020E6100000A8FE412443BE134075AF93FAB22E4A40
2660,2660,Entire home/apt,Amsterdam,Watergraafsmeer,1,0.0,4,240.0,0101000020E61000009AEFE0270EC01340F27C06D49B2D4A40
2661,2661,Entire home/apt,Amsterdam,Watergraafsmeer,7,4.5,4,234.0,0101000020E6100000A3B08BA207BE1340124BCADDE72C4A40
2662,2662,Entire home/apt,Amsterdam,Watergraafsmeer,46,5.0,4,226.0,0101000020E6100000DCD5ABC8E8C013400ABE69FAEC2C4A40
2663,2663,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,4,4.5,4,222.0,0101000020E61000007765170CAEC91340B62C5F97E12F4A40
2664,2664,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,6,4.5,4,294.0,0101000020E610000003098A1F63BE1340060FD3BEB92F4A40
2665,2665,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,12,5.0,4,210.0,0101000020E61000008483BD8921F91340496760E4652D4A40
2666,2666,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,9,4.0,4,227.0,0101000020E61000006938656EBEC113402B33A5F5B72E4A40
2667,2667,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,7,5.0,5,240.0,0101000020E6100000342DB1321AC913409A7B48F8DE2F4A40
2668,2668,Entire home/apt,Amsterdam,Watergraafsmeer,5,5.0,4,300.0,0101000020E6100000CD751A69A9BC1340892991442F2D4A40
2669,2669,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,7,5.0,4,210.0,0101000020E61000001F4C8A8F4FF81340C4279D48302D4A40
2670,2670,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,4,5.0,4,242.0,0101000020E6100000B056ED9A90F61340481630815B2D4A40
2671,2671,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0.0,6,300.0,0101000020E6100000AC5791D101F91340A702EE79FE2C4A40
2672,2672,Entire home/apt,Amsterdam,Oud Oost,5,4.5,4,239.0,0101000020E61000001157CEDE19BD1340D099B4A9BA2D4A40
2673,2673,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,2,0.0,4,227.0,0101000020E61000004B92E7FA3EBC1340F2B4FCC0552E4A40
2674,2674,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,8,240.0,0101000020E6100000A165DD3F16C21340863C821B292D4A40
2675,2675,Entire home/apt,Amsterdam,Watergraafsmeer,7,5.0,4,240.0,0101000020E6100000ED82C13577C413407369FCC22B2D4A40
2676,2676,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,4,240.0,0101000020E6100000766EDA8CD3C01340FBE59315C32D4A40
2677,2677,Entire home/apt,Amsterdam,Watergraafsmeer,2,0.0,4,239.0,0101000020E6100000D4B9A29410BC1340AA0CE36E102D4A40
2678,2678,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,4,4.5,4,216.0,0101000020E61000003239B5334CBD13402A745E63972E4A40
2679,2679,Entire home/apt,Amsterdam,Watergraafsmeer,5,5.0,6,228.0,0101000020E6100000008FA850DDBC1340AEB7CD54882D4A40
2680,2680,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,11,4.5,4,240.0,0101000020E610000089D4B48B69C6134076E272BC022F4A40
2681,2681,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0.0,4,228.0,0101000020E61000009C8C2AC3B8BB134022E17B7F832E4A40
2682,2682,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,15,5.0,4,286.0,0101000020E61000008B4E965AEFF713405A2A6F47382D4A40
2683,2683,Entire home/apt,Amsterdam,Centrum Oost,24,5.0,3,234.0,0101000020E610000029E8F692C6B81340282D5C56612F4A40
2684,2684,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,4,270.0,0101000020E610000006B98B3045B913403677F4BF5C2D4A40
2685,2685,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,1,0.0,6,270.0,0101000020E6100000EC866D8B32FB1340A65F22DE3A2D4A40
2686,2686,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0.0,4,263.0,0101000020E6100000F568AA27F3BF1340E770ADF6B02F4A40
2687,2687,Entire home/apt,Amsterdam,Watergraafsmeer,18,4.5,5,270.0,0101000020E61000009B02999D45BF1340B7CF2A33A52D4A40
2688,2688,Entire home/apt,Amsterdam,Watergraafsmeer,32,5.0,4,240.0,0101000020E610000001DD9733DBC513409DF4BEF1B52D4A40
2689,2689,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0.0,2,210.0,0101000020E6100000A9F57EA31DC7134064045438822E4A40
2690,2690,Entire home/apt,Amsterdam,Watergraafsmeer,5,4.5,6,300.0,0101000020E61000009A0986730DC3134086014BAE622D4A40
2691,2691,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0.0,2,240.0,0101000020E61000003221E692AABD1340BB9C1210932E4A40
2692,2692,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,3,5.0,3,228.0,0101000020E6100000D733846396BD134055867137882E4A40
2693,2693,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0.0,4,240.0,0101000020E6100000CD069964E4BC1340454772F90F2F4A40
2694,2694,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,11,5.0,6,240.0,0101000020E6100000A741D13C80F5134016139B8F6B2D4A40
2695,2695,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,8,4.5,4,270.0,0101000020E61000004F24986A66BD134023F8DF4A762E4A40
2696,2696,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0.0,6,240.0,0101000020E61000003BAB05F698F81340BF64E3C1162D4A40
2697,2697,Entire home/apt,Amsterdam,Watergraafsmeer,8,5.0,4,222.0,0101000020E610000017BCE82B48C31340AD32535A7F2D4A40
2698,2698,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0.0,5,226.0,0101000020E6100000983446EBA8FA134016889E94492D4A40
2699,2699,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,5,300.0,0101000020E610000044DFDDCA12BD1340C504357C0B2D4A40
2700,2700,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,4,288.0,0101000020E6100000A58636001BC01340E6C93505322D4A40
2701,2701,Entire home/apt,Amsterdam,Watergraafsmeer,2,0.0,4,210.0,0101000020E6100000187D0569C6C21340B340BB438A2D4A40
2702,2702,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,20,5.0,4,270.0,0101000020E6100000AB251DE560F61340153C855CA92D4A40
2703,2703,Entire home/apt,Amsterdam,Watergraafsmeer,3,5.0,4,240.0,0101000020E61000002E008DD2A5BF13406B9C4D47002D4A40
2704,2704,Entire home/apt,Amsterdam,Oud Oost,10,5.0,4,240.0,0101000020E610000054AC1A84B9BD1340EE0912DBDD2D4A40
2705,2705,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,4,213.0,0101000020E61000003BC6151747C513407CF0DAA50D2D4A40
2706,2706,Entire home/apt,Amsterdam,Oud Oost,4,4.5,4,210.0,0101000020E610000025CFF57D38B813401A33897AC12D4A40
2707,2707,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,2,0.0,4,258.0,0101000020E6100000D8BAD408FDBC1340CC0C1B65FD2E4A40
2708,2708,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,9,5.0,4,239.0,0101000020E6100000D237691A14BD13408A592F86722E4A40
2709,2709,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,2,0.0,4,264.0,0101000020E6100000A48AE255D6F6134036AB3E575B2D4A40
2710,2710,Entire home/apt,Amsterdam,Watergraafsmeer,2,0.0,5,298.0,0101000020E61000001EC6A4BF97C2134008AC1C5A642D4A40
2711,2711,Entire home/apt,Amsterdam,Watergraafsmeer,11,5.0,4,270.0,0101000020E6100000A1BAB9F8DBBE134043209738F22C4A40
2712,2712,Entire home/apt,Amsterdam,Oud Oost,8,4.0,6,228.0,0101000020E6100000E4326E6AA0B913409566F3380C2E4A40
2713,2713,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0.0,4,240.0,0101000020E6100000C8CD70033EBF1340C74B3789412E4A40
2714,2714,Entire home/apt,Amsterdam,Watergraafsmeer,0,0.0,4,234.0,0101000020E6100000B91B446B45BB134084BC1E4C8A2D4A40
2715,2715,Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,82,5.0,4,252.0,0101000020E61000007BA4C16D6DC113401FD95C35CF2F4A40
2716,2716,Entire home/apt,Amsterdam,Watergraafsmeer,10,5.0,4,210.0,0101000020E61000007E39B35DA1BF13403D0CAD4ECE2C4A40
2717,2717,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,14,5.0,4,240.0,0101000020E61000004D31074147EB1340730E9E094D2E4A40
2718,2718,Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0.0,2,234.0,0101000020E61000009F02603C83F61340263ACB2C422D4A40
2719,2719,Entire home/apt,Amsterdam,Westerpark,0,0.0,2,210.0,0101000020E61000006919A9F7547E13408A03E8F7FD2F4A40
2720,2720,Entire home/apt,Amsterdam,Centrum West,30,5.0,2,210.0,0101000020E61000008CF2CCCB61871340DA756F4562304A40
2721,2721,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,6,210.0,0101000020E610000045662E70797C1340327381CB632F4A40
2722,2722,Entire home/apt,Amsterdam,Centrum West,37,4.5,3,216.0,0101000020E61000007A8CF2CCCB811340CF83BBB3762F4A40
2723,2723,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,216.0,0101000020E61000000586AC6EF57C13405743E21E4B2F4A40
2724,2724,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,210.0,0101000020E6100000BB29E5B5127A134048E2E5E95C2F4A40
2725,2725,Entire home/apt,Amsterdam,De Baarsjes / Oud West,76,5.0,4,300.0,0101000020E6100000514A0856D57B13400E2E1D739E2F4A40
2726,2726,Entire home/apt,Amsterdam,Westerpark,58,5.0,5,300.0,0101000020E6100000F2D3B837BF811340779E78CE16304A40
2727,2727,Entire home/apt,Amsterdam,De Baarsjes / Oud West,15,5.0,2,210.0,0101000020E61000003E7AC37DE476134000016BD5AE2F4A40
2728,2728,Entire home/apt,Amsterdam,De Baarsjes / Oud West,34,5.0,3,210.0,0101000020E61000008E226B0DA57613404739984D802F4A40
2729,2729,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,4,234.0,0101000020E6100000F5A0A014AD7C1340857B65DEAA2F4A40
2730,2730,Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5.0,4,240.0,0101000020E61000004F965AEF377A13402FFA0AD28C2F4A40
