,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,location
1388,Private room,Nairobi,Nairobi,1,0.0,2,3.0,90.0,-1.219646,36.813555,0101000020E6100000A73FFB9122684240CC272B86AB83F3BF
1389,Private room,Nairobi,Nairobi,0,0.0,2,1.0,95.0,-1.300152,36.813292,0101000020E6100000990CC7F3196842408D43FD2E6CCDF4BF
1390,Private room,Nairobi,Nairobi,0,0.0,4,1.0,100.0,-1.2733709999999998,36.807571,0101000020E610000059198D7C5E6742400CCC0A45BA5FF4BF
1391,Private room,Nairobi,Nairobi,0,0.0,5,1.0,100.0,-1.283469,36.872102000000005,0101000020E61000005A63D009A16F42408FE046CA1689F4BF
1392,Private room,Nairobi,Nairobi,0,0.0,16,1.0,95.0,-1.2816530000000002,36.816455,0101000020E6100000EDD3F19881684240E61F7D93A681F4BF
1393,Private room,Nairobi,Nairobi,0,0.0,2,1.0,100.0,-1.220515,36.828364,0101000020E61000008597E0D4076A4240657094BC3A87F3BF
1394,Private room,Nairobi,Nairobi,1,0.0,16,1.0,90.0,-1.258777,36.819596000000004,0101000020E610000059F78F85E8684240D74FFF59F323F4BF
1395,Private room,Nairobi,Nairobi,0,0.0,1,1.0,100.0,-1.332929,36.698541,0101000020E610000023F59ECA69594240603DEE5BAD53F5BF
1396,Private room,Nairobi,Nairobi,0,0.0,1,1.0,85.0,-1.296798,36.794212,0101000020E61000009E0B23BDA8654240944A7842AFBFF4BF
1397,Private room,Nairobi,Nairobi,0,0.0,2,1.0,89.0,-1.254884,36.838503,0101000020E6100000884CF910546B4240EE60C43E0114F4BF
1398,Private room,Nairobi,Nairobi,0,0.0,6,1.0,89.0,-1.2670629999999998,36.790374,0101000020E6100000EACDA8F92A654240DF8B2FDAE345F4BF
1399,Private room,Nairobi,Nairobi,0,0.0,4,2.0,100.0,-1.252679,36.755492,0101000020E6100000DF313CF6B3604240FE2C9622F90AF4BF
1400,Private room,Nairobi,Nairobi,0,0.0,2,1.0,100.0,-1.304184,36.90931,0101000020E61000007FF6234564744240A376BF0AF0DDF4BF
1401,Private room,Nairobi,Nairobi,0,0.0,2,1.0,90.0,-1.2169809999999999,36.795293,0101000020E61000006EDE3829CC6542406EA7AD11C178F3BF
